Дата и время публикации;vk_posotive_rubert;vk_negative_rubert
03.05.2024;0.0001031702704494819;0.999896764755249
03.05.2024;9.779725223779678e-05;0.9999022483825684
03.05.2024;0.00010209986794507131;0.999897837638855
03.05.2024;8.697772864252329e-05;0.9999129772186279
02.05.2024;0.37447795271873474;0.6255220770835876
02.05.2024;0.49710872769355774;0.5028913021087646
02.05.2024;9.141035843640566e-05;0.9999085664749146
02.05.2024;9.75985312834382e-05;0.9999023675918579
02.05.2024;9.416492684977129e-05;0.9999058246612549
01.05.2024;0.48565950989723206;0.5143405199050903
01.05.2024;0.5083708167076111;0.49162912368774414
01.05.2024;0.5124150514602661;0.48758503794670105
01.05.2024;8.787929982645437e-05;0.9999121427536011
30.04.2024;0.6659551858901978;0.33404481410980225
30.04.2024;0.4629005789756775;0.5370994210243225
30.04.2024;0.5733236074447632;0.42667636275291443
30.04.2024;0.4474179446697235;0.5525820851325989
29.04.2024;0.48759421706199646;0.5124058127403259
29.04.2024;0.0001261467405129224;0.9998738765716553
29.04.2024;0.5688537955284119;0.4311462342739105
27.04.2024;0.5065760016441345;0.4934239387512207
27.04.2024;0.5608322620391846;0.43916773796081543
26.04.2024;0.44623953104019165;0.5537604689598083
25.04.2024;0.00010949562420137227;0.9998904466629028
25.04.2024;0.46590694785118103;0.5340930819511414
25.04.2024;0.6003848314285278;0.39961522817611694
24.04.2024;0.6090090870857239;0.3909909129142761
24.04.2024;0.4541529715061188;0.5458470582962036
24.04.2024;0.5540768504142761;0.44592317938804626
23.04.2024;0.5795086026191711;0.420491486787796
22.04.2024;0.6037571430206299;0.39624282717704773
21.04.2024;0.5443450212478638;0.45565497875213623
21.04.2024;0.4678345024585724;0.5321654677391052
21.04.2024;0.00011693517444655299;0.9998830556869507
20.04.2024;0.00010751870286185294;0.9998924732208252
20.04.2024;0.5505151748657227;0.44948485493659973
20.04.2024;0.5563367009162903;0.4436633586883545
19.04.2024;0.6203601956367493;0.37963980436325073
19.04.2024;0.5469971895217896;0.4530027508735657
19.04.2024;8.949506445787847e-05;0.9999104738235474
19.04.2024;9.607666288502514e-05;0.9999039173126221
19.04.2024;0.31313246488571167;0.6868675351142883
19.04.2024;0.4650669991970062;0.5349330306053162
19.04.2024;9.441921429242939e-05;0.9999055862426758
19.04.2024;0.5020576119422913;0.4979422986507416
19.04.2024;0.99994957447052;5.040034739067778e-05
18.04.2024;0.6769342422485352;0.32306572794914246
18.04.2024;0.5476221442222595;0.4523778557777405
18.04.2024;0.42723774909973145;0.5727622509002686
18.04.2024;0.5925309062004089;0.4074690341949463
18.04.2024;9.263333049602807e-05;0.999907374382019
18.04.2024;0.6660312414169312;0.33396878838539124
17.04.2024;0.3717130422592163;0.6282868981361389
17.04.2024;0.5366953015327454;0.463304728269577
17.04.2024;9.89029576885514e-05;0.9999010562896729
17.04.2024;0.5189867615699768;0.4810132086277008
17.04.2024;0.9999510049819946;4.897253165836446e-05
17.04.2024;0.00010088308044942096;0.99989914894104
17.04.2024;8.750383858568966e-05;0.9999125003814697
17.04.2024;0.5715315937995911;0.4284684658050537
16.04.2024;0.20807099342346191;0.7919290065765381
16.04.2024;9.681471419753507e-05;0.9999032020568848
16.04.2024;0.48688557744026184;0.5131145119667053
15.04.2024;0.5091121196746826;0.490887850522995
15.04.2024;0.9999500513076782;4.995562630938366e-05
15.04.2024;0.2235073745250702;0.7764925956726074
15.04.2024;0.5715618133544922;0.4284381866455078
15.04.2024;0.47306960821151733;0.5269304513931274
15.04.2024;0.0001140795138780959;0.9998859167098999
15.04.2024;0.6746144890785217;0.3253854811191559
15.04.2024;0.5442551374435425;0.45574480295181274
14.04.2024;0.4113262891769409;0.5886737108230591
14.04.2024;0.4255357086658478;0.5744643211364746
14.04.2024;0.458256334066391;0.5417436361312866
14.04.2024;0.5095022320747375;0.49049776792526245
13.04.2024;0.620485246181488;0.37951481342315674
13.04.2024;0.00010685077722882852;0.9998931884765625
13.04.2024;0.4550820589065552;0.5449180006980896
13.04.2024;0.9999500513076782;4.9953243433265015e-05
12.04.2024;0.5159547924995422;0.48404523730278015
12.04.2024;0.4737006425857544;0.5262992978096008
12.04.2024;0.528893232345581;0.47110679745674133
12.04.2024;9.476937702856958e-05;0.9999052286148071
11.04.2024;9.955946734407917e-05;0.9999004602432251
11.04.2024;0.4954832196235657;0.5045167207717896
10.04.2024;0.5327531099319458;0.4672468602657318
10.04.2024;0.534771740436554;0.46522828936576843
10.04.2024;0.5440269708633423;0.4559729993343353
10.04.2024;0.5464630722999573;0.4535369575023651
10.04.2024;9.47196822380647e-05;0.9999052286148071
09.04.2024;0.5632127523422241;0.4367871880531311
09.04.2024;0.5080045461654663;0.4919954836368561
09.04.2024;0.5651835799217224;0.43481650948524475
09.04.2024;0.48928728699684143;0.510712742805481
08.04.2024;0.6425235271453857;0.35747647285461426
08.04.2024;0.4682410955429077;0.5317589640617371
08.04.2024;0.5709298253059387;0.42907020449638367
07.04.2024;0.6034982204437256;0.396501749753952
07.04.2024;0.0001329053775407374;0.9998670816421509
06.04.2024;0.5269495844841003;0.47305044531822205
06.04.2024;0.48958420753479004;0.5104158520698547
05.04.2024;8.870896272128448e-05;0.9999113082885742
05.04.2024;0.5230165719985962;0.4769834578037262
05.04.2024;0.08699534833431244;0.9130046367645264
05.04.2024;9.71522749750875e-05;0.9999028444290161
04.04.2024;0.560248076915741;0.4397519528865814
03.04.2024;0.9999483823776245;5.1609375077532604e-05
03.04.2024;0.5706577301025391;0.4293423295021057
02.04.2024;0.5863679647445679;0.41363203525543213
02.04.2024;9.814179793465883e-05;0.9999018907546997
02.04.2024;0.2897169291973114;0.710283100605011
01.04.2024;0.5012795329093933;0.4987204968929291
01.04.2024;0.49692755937576294;0.5030725002288818
01.04.2024;9.694202162791044e-05;0.9999030828475952
01.04.2024;0.5052172541618347;0.49478277564048767
31.03.2024;9.25452186493203e-05;0.9999074935913086
31.03.2024;0.47865965962409973;0.5213404297828674
31.03.2024;9.76327937678434e-05;0.9999023675918579
30.03.2024;0.5572740435600281;0.44272592663764954
30.03.2024;0.00010330956865800545;0.9998966455459595
29.03.2024;0.3788042664527893;0.6211957335472107
29.03.2024;0.5066195726394653;0.49338048696517944
29.03.2024;0.5217633247375488;0.4782366156578064
29.03.2024;0.49682435393333435;0.5031756162643433
28.03.2024;0.5413884520530701;0.4586116075515747
28.03.2024;0.4570813775062561;0.5429186820983887
28.03.2024;9.406029130332172e-05;0.9999059438705444
28.03.2024;0.49976715445518494;0.5002328157424927
27.03.2024;0.6557761430740356;0.34422382712364197
27.03.2024;0.49369508028030396;0.5063048601150513
27.03.2024;0.4456714391708374;0.5543286204338074
27.03.2024;0.47266799211502075;0.5273320078849792
26.03.2024;0.4586870074272156;0.5413129925727844
26.03.2024;0.5272457599639893;0.47275424003601074
25.03.2024;0.5666747093200684;0.43332526087760925
25.03.2024;9.219508501701057e-05;0.9999078512191772
25.03.2024;0.5257124900817871;0.4742874503135681
24.03.2024;0.5419450998306274;0.4580548405647278
23.03.2024;0.5401869416236877;0.4598131477832794
23.03.2024;0.5616888403892517;0.4383111596107483
22.03.2024;0.31527847051620483;0.6847215294837952
22.03.2024;0.5414746403694153;0.4585253596305847
22.03.2024;0.5938927531242371;0.4061072766780853
22.03.2024;0.6535298824310303;0.3464701175689697
21.03.2024;0.5371153950691223;0.4628845751285553
21.03.2024;0.5949902534484863;0.40500977635383606
21.03.2024;0.00010137479694094509;0.9998986721038818
21.03.2024;0.4470146596431732;0.5529853105545044
21.03.2024;0.551986575126648;0.4480135142803192
21.03.2024;9.916332055581734e-05;0.9999008178710938
21.03.2024;0.5814456939697266;0.41855427622795105
21.03.2024;0.0454547181725502;0.9545453190803528
20.03.2024;0.40440884232521057;0.595591127872467
20.03.2024;0.4889987111091614;0.5110013484954834
19.03.2024;0.6009203791618347;0.3990796208381653
19.03.2024;0.5540713667869568;0.4459286630153656
19.03.2024;0.5173833966255188;0.4826165735721588
19.03.2024;0.16991041600704193;0.8300895690917969
19.03.2024;0.5870058536529541;0.4129941761493683
19.03.2024;0.470366895198822;0.5296330451965332
18.03.2024;0.5326986908912659;0.46730130910873413
18.03.2024;0.5528270602226257;0.44717293977737427
18.03.2024;9.276548371417448e-05;0.9999072551727295
18.03.2024;0.5365982055664062;0.46340179443359375
17.03.2024;0.41683635115623474;0.5831636190414429
17.03.2024;0.6033493876457214;0.39665064215660095
16.03.2024;0.24458818137645721;0.7554118037223816
15.03.2024;0.004029016476124525;0.9959709048271179
15.03.2024;9.807676542550325e-05;0.9999018907546997
15.03.2024;0.5073442459106445;0.49265575408935547
15.03.2024;0.6133225560188293;0.38667741417884827
14.03.2024;0.43908238410949707;0.5609176158905029
14.03.2024;0.6842036843299866;0.3157963752746582
13.03.2024;9.509617666481063e-05;0.9999048709869385
13.03.2024;0.6064147353172302;0.39358532428741455
13.03.2024;0.00015122581680770963;0.9998487234115601
12.03.2024;0.00011394622561056167;0.9998860359191895
12.03.2024;0.00010192788613494486;0.9998980760574341
12.03.2024;0.53223717212677;0.4677627980709076
12.03.2024;0.5218551754951477;0.4781448245048523
12.03.2024;0.99994957447052;5.045767829869874e-05
11.03.2024;0.5798866748809814;0.42011338472366333
11.03.2024;9.133107960224152e-05;0.9999086856842041
11.03.2024;0.39531925320625305;0.6046807765960693
11.03.2024;0.5173128247261047;0.48268723487854004
11.03.2024;9.486169437877834e-05;0.9999051094055176
11.03.2024;0.5283225178718567;0.4716774523258209
11.03.2024;0.6149547100067139;0.3850453197956085
11.03.2024;0.5177322030067444;0.48226773738861084
11.03.2024;0.5314573645591736;0.46854260563850403
11.03.2024;0.5030031800270081;0.49699684977531433
11.03.2024;0.495339035987854;0.504660964012146
10.03.2024;0.6275323629379272;0.37246766686439514
10.03.2024;0.00010119967919308692;0.9998987913131714
10.03.2024;0.651259183883667;0.348740816116333
10.03.2024;0.00010087066766573116;0.99989914894104
09.03.2024;0.5122264623641968;0.4877735376358032
09.03.2024;0.49889159202575684;0.5011083483695984
09.03.2024;0.00011737779277609661;0.9998825788497925
09.03.2024;8.989183697849512e-05;0.9999101161956787
09.03.2024;0.6197380423545837;0.38026198744773865
08.03.2024;0.49542754888534546;0.5045724511146545
08.03.2024;0.00021463852317538112;0.9997853636741638
08.03.2024;0.6819320321083069;0.3180679678916931
08.03.2024;0.00010405058128526434;0.9998959302902222
08.03.2024;0.5661461353302002;0.4338538944721222
07.03.2024;9.791912452783436e-05;0.9999021291732788
07.03.2024;0.0001776241697371006;0.9998224377632141
07.03.2024;8.998412522487342e-05;0.9999099969863892
07.03.2024;0.5713871717453003;0.4286127984523773
07.03.2024;0.00010168606240767986;0.9998983144760132
07.03.2024;9.833167132455856e-05;0.9999016523361206
07.03.2024;8.940396219259128e-05;0.9999105930328369
06.03.2024;0.4902556836605072;0.5097443461418152
06.03.2024;0.5565385222434998;0.443461537361145
06.03.2024;9.774261707207188e-05;0.9999022483825684
06.03.2024;9.323337144451216e-05;0.9999067783355713
06.03.2024;8.70138974278234e-05;0.9999129772186279
06.03.2024;0.6724963784217834;0.32750368118286133
05.03.2024;0.5637674331665039;0.4362325370311737
05.03.2024;0.44157612323760986;0.5584238767623901
05.03.2024;9.10430753719993e-05;0.9999089241027832
05.03.2024;0.5681447386741638;0.4318552613258362
05.03.2024;0.5273662209510803;0.4726337194442749
05.03.2024;0.6124727725982666;0.3875272870063782
04.03.2024;0.6290275454521179;0.37097251415252686
04.03.2024;8.808854181552306e-05;0.999911904335022
04.03.2024;9.743766713654622e-05;0.999902606010437
04.03.2024;9.634373418521136e-05;0.999903678894043
03.03.2024;0.4583345949649811;0.5416653752326965
02.03.2024;0.5739505887031555;0.4260494112968445
02.03.2024;0.5102492570877075;0.4897507429122925
02.03.2024;0.564812421798706;0.4351874887943268
01.03.2024;0.50532066822052;0.49467933177948
01.03.2024;0.48336994647979736;0.5166301131248474
01.03.2024;0.5352612733840942;0.4647386968135834
01.03.2024;0.5166996121406555;0.4833003282546997
29.02.2024;0.47623321413993835;0.523766815662384
29.02.2024;0.5319319367408752;0.46806800365448
29.02.2024;0.5792668461799622;0.42073312401771545
29.02.2024;9.847439650911838e-05;0.999901533126831
29.02.2024;9.927590872393921e-05;0.9999006986618042
29.02.2024;0.5177030563354492;0.4822969138622284
29.02.2024;0.3501172363758087;0.6498827934265137
29.02.2024;0.440247118473053;0.559752881526947
29.02.2024;0.5856648087501526;0.414335161447525
29.02.2024;0.3812568783760071;0.6187430620193481
28.02.2024;0.5531761050224304;0.4468238949775696
28.02.2024;0.6358247995376587;0.3641752302646637
28.02.2024;0.6056059002876282;0.39439406991004944
28.02.2024;0.5451427698135376;0.4548572599887848
28.02.2024;9.736094216350466e-05;0.999902606010437
28.02.2024;0.00010255497909383848;0.9998974800109863
27.02.2024;0.477166086435318;0.5228339433670044
27.02.2024;0.384230375289917;0.615769624710083
27.02.2024;0.5368643999099731;0.46313562989234924
26.02.2024;0.485065758228302;0.5149343013763428
26.02.2024;0.5905055403709412;0.4094945192337036
26.02.2024;0.46378010511398315;0.5362198352813721
26.02.2024;0.00010749378270702437;0.9998924732208252
26.02.2024;0.6537907719612122;0.3462091386318207
26.02.2024;9.640732605475932e-05;0.9999035596847534
26.02.2024;0.5690134763717651;0.4309864938259125
25.02.2024;9.912871610140428e-05;0.9999008178710938
25.02.2024;9.083669283427298e-05;0.9999091625213623
25.02.2024;0.5720969438552856;0.42790308594703674
24.02.2024;0.4150846302509308;0.5849153399467468
24.02.2024;0.5297728776931763;0.4702271521091461
24.02.2024;9.989029786083847e-05;0.9999001026153564
23.02.2024;0.517131507396698;0.4828685224056244
23.02.2024;9.080507152248174e-05;0.9999091625213623
23.02.2024;0.5576074719429016;0.4423925578594208
23.02.2024;8.955875819083303e-05;0.9999104738235474
23.02.2024;0.5578992366790771;0.44210076332092285
23.02.2024;0.5186071395874023;0.48139292001724243
23.02.2024;0.6841276288032532;0.3158723711967468
22.02.2024;0.5366511940956116;0.46334877610206604
22.02.2024;0.5040920376777649;0.4959079921245575
22.02.2024;0.5992267727851868;0.40077319741249084
22.02.2024;0.5611944794654846;0.438805490732193
21.02.2024;0.5927643775939941;0.40723559260368347
21.02.2024;8.773861918598413e-05;0.9999122619628906
21.02.2024;0.00010056083556264639;0.9998993873596191
21.02.2024;0.5375543236732483;0.4624457061290741
21.02.2024;9.298414806835353e-05;0.9999070167541504
21.02.2024;8.809122664388269e-05;0.999911904335022
20.02.2024;0.42821070551872253;0.5717892646789551
19.02.2024;0.510263204574585;0.48973679542541504
19.02.2024;0.5825186967849731;0.41748133301734924
19.02.2024;0.5604186654090881;0.43958136439323425
19.02.2024;0.00010328298230888322;0.999896764755249
18.02.2024;0.6484259963035583;0.35157397389411926
18.02.2024;0.5491303205490112;0.450869619846344
18.02.2024;9.927855717251077e-05;0.9999006986618042
18.02.2024;9.932884859154001e-05;0.9999006986618042
17.02.2024;0.00016920006601139903;0.9998307228088379
16.02.2024;0.6324976086616516;0.3675023913383484
16.02.2024;0.584133505821228;0.4158664643764496
16.02.2024;0.5042571425437927;0.4957428574562073
16.02.2024;0.5076677799224854;0.49233219027519226
16.02.2024;0.6417500972747803;0.3582499623298645
16.02.2024;0.6863228678703308;0.3136771023273468
15.02.2024;0.26329413056373596;0.7367058396339417
15.02.2024;0.00010809180821524933;0.9998918771743774
15.02.2024;0.5136720538139343;0.4863279163837433
15.02.2024;0.00010117883357452229;0.9998987913131714
15.02.2024;0.5006213188171387;0.4993787109851837
15.02.2024;9.897608106257394e-05;0.9999010562896729
14.02.2024;9.156041778624058e-05;0.999908447265625
14.02.2024;0.5599803328514099;0.44001975655555725
14.02.2024;0.4962712824344635;0.5037286877632141
14.02.2024;0.5036903023719788;0.496309757232666
14.02.2024;0.5721434354782104;0.42785656452178955
13.02.2024;0.5974785089492798;0.4025214612483978
13.02.2024;0.00024080467119347304;0.9997591376304626
13.02.2024;0.535415768623352;0.46458420157432556
13.02.2024;0.5231350064277649;0.4768649935722351
13.02.2024;0.49030178785324097;0.5096981525421143
13.02.2024;0.00010854193533305079;0.9998914003372192
12.02.2024;0.5425202250480652;0.4574798345565796
12.02.2024;0.5279948711395264;0.47200512886047363
12.02.2024;0.5683868527412415;0.43161311745643616
12.02.2024;0.4986629784107208;0.5013369917869568
12.02.2024;9.805170702748e-05;0.9999018907546997
12.02.2024;0.6900466084480286;0.3099534213542938
11.02.2024;0.524405837059021;0.4755941331386566
10.02.2024;0.31228578090667725;0.6877142786979675
10.02.2024;8.679851453052834e-05;0.999913215637207
09.02.2024;0.43385082483291626;0.5661491751670837
09.02.2024;0.4764847457408905;0.5235152244567871
09.02.2024;0.4480559825897217;0.5519440174102783
09.02.2024;0.4783089756965637;0.5216909646987915
09.02.2024;0.0001639138936297968;0.9998360872268677
09.02.2024;9.197432518703863e-05;0.9999079704284668
09.02.2024;0.4069090187549591;0.5930909514427185
08.02.2024;0.4264103174209595;0.5735896825790405
07.02.2024;0.4843962788581848;0.5156036615371704
07.02.2024;0.5527146458625793;0.4472852945327759
07.02.2024;0.50441575050354;0.4955843389034271
07.02.2024;0.5114898681640625;0.4885101616382599
06.02.2024;0.42171818017959595;0.5782818794250488
06.02.2024;9.356664668302983e-05;0.9999064207077026
06.02.2024;0.6542642712593079;0.3457357585430145
06.02.2024;0.00011803102097474039;0.9998819828033447
06.02.2024;0.5296528339385986;0.47034716606140137
06.02.2024;0.4757184386253357;0.5242815017700195
05.02.2024;9.262697130907327e-05;0.999907374382019
05.02.2024;9.746720752445981e-05;0.9999024868011475
05.02.2024;0.6559256315231323;0.34407439827919006
04.02.2024;0.465224027633667;0.534775972366333
04.02.2024;0.00010633990314090624;0.9998936653137207
03.02.2024;0.6337077021598816;0.366292268037796
03.02.2024;0.500693678855896;0.4993063807487488
02.02.2024;9.867018525255844e-05;0.999901294708252
02.02.2024;0.45928138494491577;0.540718674659729
02.02.2024;0.6018248796463013;0.39817512035369873
02.02.2024;0.9999492168426514;5.074711225461215e-05
02.02.2024;9.538180893287063e-05;0.9999046325683594
02.02.2024;0.9999500513076782;4.989553781342693e-05
02.02.2024;0.5190897583961487;0.4809102416038513
02.02.2024;0.5655263066291809;0.4344737231731415
01.02.2024;0.5558863282203674;0.44411370158195496
01.02.2024;0.38205865025520325;0.6179413199424744
01.02.2024;0.5575754642486572;0.44242456555366516
01.02.2024;9.046998457051814e-05;0.999909520149231
31.01.2024;0.6161394715309143;0.38386058807373047
31.01.2024;9.765383583726361e-05;0.9999023675918579
31.01.2024;9.377548849442974e-05;0.9999061822891235
30.01.2024;0.5056352019309998;0.49436482787132263
30.01.2024;0.00010736286640167236;0.9998925924301147
30.01.2024;0.5578626990318298;0.44213730096817017
29.01.2024;0.53998202085495;0.46001797914505005
29.01.2024;0.5352657437324524;0.46473419666290283
29.01.2024;0.4916551113128662;0.508344829082489
29.01.2024;0.5181514620780945;0.48184850811958313
28.01.2024;0.00010423380444990471;0.9998958110809326
28.01.2024;0.5333244204521179;0.4666754901409149
27.01.2024;0.5024787187576294;0.4975212514400482
27.01.2024;0.5697531700134277;0.43024688959121704
26.01.2024;0.5246949791908264;0.4753050208091736
26.01.2024;0.5355437397956848;0.4644562602043152
26.01.2024;9.630239947000518e-05;0.999903678894043
25.01.2024;0.49575644731521606;0.5042434930801392
25.01.2024;0.00010434976866235957;0.9998956918716431
25.01.2024;0.5655632019042969;0.4344368278980255
25.01.2024;0.4767305850982666;0.5232694745063782
25.01.2024;0.5042752623558044;0.49572473764419556
25.01.2024;9.60760226007551e-05;0.9999039173126221
24.01.2024;0.5584474802017212;0.4415524899959564
24.01.2024;0.00010189911699853837;0.9998980760574341
24.01.2024;9.748589218361303e-05;0.9999024868011475
24.01.2024;0.00010941254731733352;0.9998905658721924
23.01.2024;9.797357051866129e-05;0.9999020099639893
23.01.2024;0.00010206746082985774;0.9998979568481445
22.01.2024;0.00010190358443651348;0.9998980760574341
22.01.2024;9.787122689886019e-05;0.9999021291732788
21.01.2024;0.0001807912631193176;0.9998192191123962
21.01.2024;0.6918104290962219;0.30818963050842285
21.01.2024;0.4475036859512329;0.5524963140487671
20.01.2024;0.47640880942344666;0.523591160774231
20.01.2024;9.446748299524188e-05;0.9999054670333862
19.01.2024;0.49931058287620544;0.5006893873214722
19.01.2024;0.6273202300071716;0.3726796805858612
19.01.2024;0.5843808650970459;0.4156191349029541
18.01.2024;0.00010241502604912966;0.9998975992202759
18.01.2024;0.49325451254844666;0.506745457649231
17.01.2024;0.551127552986145;0.4488723874092102
17.01.2024;0.00012379669351503253;0.9998761415481567
16.01.2024;0.00010416185978101566;0.9998958110809326
16.01.2024;0.5331110954284668;0.4668888747692108
16.01.2024;0.0003118495806120336;0.9996881484985352
15.01.2024;0.0001024167868308723;0.9998975992202759
15.01.2024;0.6276506185531616;0.37234941124916077
14.01.2024;0.00010079797357320786;0.99989914894104
13.01.2024;0.5133734345436096;0.4866265654563904
13.01.2024;0.6166701316833496;0.38332992792129517
13.01.2024;0.6090079545974731;0.39099207520484924
13.01.2024;9.39736855798401e-05;0.999906063079834
12.01.2024;0.6052867770195007;0.39471322298049927
12.01.2024;0.47278645634651184;0.5272135138511658
12.01.2024;0.9999430179595947;5.697568121831864e-05
12.01.2024;9.573197894496843e-05;0.9999042749404907
11.01.2024;0.5489370822906494;0.45106300711631775
11.01.2024;0.5030263066291809;0.49697360396385193
11.01.2024;0.47151902318000793;0.5284809470176697
11.01.2024;9.694331674836576e-05;0.9999030828475952
11.01.2024;0.518014669418335;0.48198533058166504
11.01.2024;0.6745378375053406;0.32546213269233704
11.01.2024;9.120940376305953e-05;0.9999088048934937
10.01.2024;0.503301739692688;0.4966982305049896
10.01.2024;0.5485222339630127;0.45147770643234253
10.01.2024;0.00010237362585030496;0.9998975992202759
09.01.2024;9.188543481286615e-05;0.9999080896377563
09.01.2024;0.6497357487678528;0.3502642512321472
09.01.2024;0.43521738052368164;0.5647826194763184
09.01.2024;0.5003349184989929;0.49966514110565186
09.01.2024;0.40180811285972595;0.5981918573379517
08.01.2024;0.5471391081809998;0.45286086201667786
08.01.2024;0.5031861662864685;0.4968138337135315
08.01.2024;0.5850523710250854;0.41494759917259216
08.01.2024;0.02700875513255596;0.9729912281036377
08.01.2024;0.4978480935096741;0.5021519660949707
08.01.2024;0.49552515149116516;0.5044748783111572
08.01.2024;0.5357555747032166;0.46424442529678345
07.01.2024;9.184033115161583e-05;0.9999082088470459
06.01.2024;0.5354781746864319;0.4645218253135681
05.01.2024;0.00010529855353524908;0.9998947381973267
05.01.2024;0.5802192687988281;0.41978079080581665
05.01.2024;0.3654218316078186;0.6345781683921814
04.01.2024;9.472356759943068e-05;0.9999052286148071
03.01.2024;0.5125356912612915;0.4874642789363861
03.01.2024;0.47197625041007996;0.5280237793922424
03.01.2024;0.5672646164894104;0.4327354431152344
03.01.2024;0.5027446746826172;0.49725526571273804
03.01.2024;0.34934550523757935;0.6506545543670654
03.01.2024;0.5733540058135986;0.42664599418640137
03.01.2024;0.525927722454071;0.47407227754592896
03.01.2024;0.0001011795102385804;0.9998987913131714
03.01.2024;9.650555875850841e-05;0.9999034404754639
03.01.2024;0.5567958950996399;0.4432041347026825
02.01.2024;9.032033995026723e-05;0.9999096393585205
02.01.2024;0.27263692021369934;0.727363109588623
02.01.2024;9.816359670367092e-05;0.9999017715454102
02.01.2024;0.6361227035522461;0.3638772964477539
01.01.2024;0.4375385046005249;0.5624615550041199
01.01.2024;9.696513006929308e-05;0.9999030828475952
01.01.2024;0.47361505031585693;0.5263849496841431
31.12.2023;0.6157383918762207;0.3842616379261017
30.12.2023;0.5724939703941345;0.4275060296058655
29.12.2023;0.6103057861328125;0.3896942436695099
29.12.2023;0.48115074634552;0.51884925365448
29.12.2023;0.6739453077316284;0.3260546624660492
29.12.2023;0.00010618506348691881;0.9998937845230103
29.12.2023;0.43798190355300903;0.5620180368423462
29.12.2023;0.5047672986984253;0.4952326714992523
29.12.2023;0.5206528902053833;0.4793471693992615
29.12.2023;0.5099667906761169;0.49003317952156067
28.12.2023;0.6443508863449097;0.3556492030620575
28.12.2023;0.500358521938324;0.49964141845703125
28.12.2023;0.4968574643135071;0.5031424760818481
28.12.2023;0.5913969278335571;0.40860307216644287
28.12.2023;0.6509133577346802;0.34908661246299744
27.12.2023;0.6420850157737732;0.3579149544239044
27.12.2023;0.5480511784553528;0.451948881149292
27.12.2023;0.5527811050415039;0.4472188651561737
27.12.2023;0.689672589302063;0.31032735109329224
27.12.2023;0.5766244530677795;0.42337554693222046
25.12.2023;0.5631297826766968;0.43687012791633606
25.12.2023;0.642589271068573;0.357410728931427
25.12.2023;0.5889233946800232;0.4110765755176544
25.12.2023;0.00011007350985892117;0.9998899698257446
24.12.2023;0.5576297044754028;0.44237032532691956
24.12.2023;0.463886022567749;0.536113977432251
